FeatureId	Sample02	Sample04	Sample06	Sample08	Sample10	Sample12	Sample14	Sample16	Sample18	Sample20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f0194	-1.1347	-1.1377	1.3272	-0.3679	-0.4561	-1.0223	-1.2279	-0.6684	-0.7039	0.8731	1.0592	-2.2291	0.3282	0.9216	0.9867	0.0036	-1.0865	0.4623	-0.2389	1.7254
f0065	-0.1991	-0.2346	0.6038	0.3434	-1.9259	-1.1499	2.0937	0.2735	-0.4466	-0.3174	-0.2271	1.1182	-0.9254	1.8388	-1.6319	0.2232	-0.0722	-1.0909	0.3309	-0.0088
f0954	-0.0656	1.0856	0.3022	1.0716	-1.3349	0.694	1.4353	1.8272	0.6494	0.9736	0.5029	0.269	-0.7194	-0.2632	0.3094	0.446	-1.4722	0.7262	0.3092	-1.2917
f0246	-0.295	0.7629	-1.5515	0.6717	-0.8551	0.3636	-2.3445	2.2446	0.7935	-0.5303	-0.3216	0.7497	-1.7209	-0.099	-0.9978	-1.844	-0.8506	2.187	1.2974	0.1464
f0799	-1.0457	-0.9593	-0.6619	1.5333	0.9121	-0.1416	0.0415	0.3683	0.2529	-0.4505	-0.5667	1.0181	-0.0602	0.2286	0.6784	-1.914	0.6762	0.0283	-1.8337	-0.8609
f0663	0.0558	1.0165	-0.0039	0.5554	1.0457	1.1323	-0.4221	1.6407	-0.3823	1.3849	1.3175	-1.4692	-0.0833	0.0516	1.3613	-0.1332	0.7287	0.8311	0.4482	0.5459
f0419	-0.2917	-0.7728	1.4014	-1.1284	-2.328	-0.3002	0.8828	-0.7127	-1.6697	-1.6553	0.7672	-2.5619	-0.6864	-0.6055	-0.8241	1.2488	0.3161	-1.3377	0.2367	0.5772
f0661	-0.202	-0.6453	-0.2924	-1.0327	1.1178	0.0379	-0.6225	-0.6769	0.06	0.1442	-0.4485	-0.1269	-0.239	0.97	-0.454	-0.1389	-0.4704	-0.2858	-0.6113	-0.8918
f0028	0.7942	-0.8964	-0.0666	0.3949	0.5216	0.3306	-0.0635	0.5624	0.4196	-0.9869	-0.3734	0.0379	0.0193	0.6256	0.7338	-0.1979	0.2413	0.1688	-2.8338	0.4048
f0786	-0.2385	0.1658	-0.6122	0.3019	1.0804	1.3703	-0.2934	0.754	0.5045	-1.6587	0.3832	-0.0593	1.5875	-0.3408	1.3749	-0.3697	-0.0419	0.6811	0.6627	-0.8087
f0431	-0.9269	-0.531	-0.2025	0.7337	-0.576	0.4626	1.8963	-0.6313	-0.213	1.3353	1.5512	0.1623	-0.3811	-0.3519	1.5816	-0.0785	0.3525	0.7356	1.3801	0.2591
f0175	-0.6433	-0.013	-1.2204	0.4056	1.3433	-1.915	0.1552	1.0661	-1.2044	0.5545	-0.3298	-0.2537	0.474	1.3698	0.2293	-0.7146	1.3981	0.3025	-1.2425	1.135
f0055	-1.0101	0.8111	0.1504	-0.1622	-1.2996	1.7677	-0.995	0.914	0.1062	1.2249	-0.6738	-0.7185	-0.7185	-0.6182	-0.7189	-1.2293	-0.4917	0.5223	0.2197	-0.2236
f0951	1.832	-0.1746	2.7469	1.8344	1.5046	-0.8992	0.5962	0.9225	0.7061	-0.3724	-1.2481	0.8229	0.1293	-0.0139	0.4506	-1.156	2.2541	0.5156	0.7148	-0.0951
f0350	-0.0036	1.0718	1.106	-0.8833	2.6095	-0.0999	0.0545	1.9974	-0.3463	1.5176	-0.1524	1.3936	1.1339	-0.335	1.1393	0.3107	2.0057	0.2569	-0.0451	1.0078
f0960	1.7207	1.9973	2.5925	2.5928	2.1135	2.0062	1.6865	2.2338	0.628	-0.7299	-1.2049	1.0897	-0.1852	-0.8182	-0.0878	-0.1039	0.1024	0.9813	0.559	0.735
f0111	-1.3819	-0.9889	0.407	-0.147	0.7713	-0.0691	0.4893	1.9586	0.7753	-0.3723	-0.3009	-1.2379	-0.2383	0.0897	0.6098	0.8628	-0.6132	-1.6888	-0.0775	-1.7373
f0651	0.1492	0.949	-0.8646	-0.4767	-0.923	0.5574	0.0833	-0.506	-1.2184	0.1071	-0.4736	0.0094	0.6244	1.8044	0.23	-0.5056	0.1506	-0.4387	0.5624	0.4513
f0341	0.7807	1.0386	0.4546	0.2877	1.543	0.592	0.7857	0.3294	0.2334	-0.2338	0.0897	-1.3544	-0.9491	0.1835	-0.2106	-0.5022	-0.6178	0.6274	-0.9505	-1.2808
f0682	0.9484	-0.6911	-0.7479	-1.0341	0.9229	-0.0835	-0.8044	1.143	-1.236	0.7538	0.5359	0.2472	-1.1489	1.2453	1.1231	0.9262	0.8317	-0.6445	0.2438	1.0038
f0482	1.8499	-0.0916	0.758	-0.8205	0.3071	-0.9242	0.2933	-0.4908	-2.1256	-0.7029	0.9272	-0.4147	0.7567	-0.0847	0.333	0.8668	0.8475	-0.5519	-1.1363	-1.3301
f0513	0.0999	-1.6521	-0.3732	-0.6708	0.4065	0.6257	-0.9912	-0.2175	-0.0595	0.0037	-1.7062	0.1594	1.3665	-0.7301	1.175	-0.5732	0.1829	0.3059	-1.8809	-0.6146
f0075	-0.0181	-1.1418	-0.6694	2.6013	-1.0263	-0.3237	-0.9839	-0.4037	0.8204	-0.2995	2.5452	-0.7332	0.4971	2.0896	-0.6214	1.3886	0.6318	1.1341	-0.6455	-0.1376
f0893	-1.2807	0.8433	1.8305	2.6379	0.7667	1.1721	-1.0244	1.4238	0.206	2.1046	0.9645	-1.8888	1.8216	0.9049	1.2073	1.5042	0.8133	2.2474	-0.399	-0.2225
f0392	-0.5805	-0.3932	-0.4854	-0.0291	1.1929	-0.1461	-0.2272	0.1015	0.5159	-0.6607	-1.8815	-0.4524	-0.2599	0.5579	0.4198	-0.0061	1.3827	0.4217	-0.9181	1.3804
f0511	-1.5024	1.0586	-0.3301	0.021	0.2689	1.256	0.1831	0.2846	-0.9745	0.7792	-0.3963	-0.5721	1.2761	1.1855	-0.6685	-1.265	0.6726	-0.4095	-1.9077	1.0665
f0947	3.4414	-0.4056	0.311	-0.3522	1.7776	-1.5578	2.2653	0.8336	0.7366	0.6903	1.315	0.9802	0.0817	-0.0189	-0.7089	0.0956	-1.4071	-0.8977	-0.9758	-0.4163
f0165	0.1026	0.6262	-0.9055	-0.0497	1.6408	-0.0925	-1.5071	0.8719	1.1525	0.47	-0.7486	1.643	0.8198	1.0711	0.3181	0.1	0.4076	0.6585	1.0045	-0.5151
f0458	-0.3466	-0.1472	0.6186	-0.9068	0.4166	-0.6444	-0.5298	0.5094	-0.7763	0.3431	0.1263	0.0497	1.0369	0.25	-0.6125	-0.5147	-0.3316	-0.3524	0.0571	1.0509
f0964	3.1519	-0.3025	1.1836	2.4515	2.0153	1.3464	2.0458	2.2872	3.7012	3.3477	-0.9093	-1.5452	-1.0605	0.9271	0.176	-1.3952	1.2393	-0.4568	-0.2257	-0.3259
f0666	0.2222	1.1131	-0.7083	-0.0012	-1.3475	0.6726	0.1533	0.9468	-1.9957	0.9743	-0.5162	-0.1872	-0.023	0.4238	-0.4868	-1.0036	0.8217	0.8417	0.8225	1.0629
f0988	2.201	3.9265	1.5706	1.7447	1.7229	2.5951	3.1412	2.5706	3.5494	3.4406	2.2938	-1.3719	-0.5858	1.6182	-1.072	-0.6322	-1.1203	-0.9826	-1.3503	-0.3036
f0408	-0.4013	0.7021	2.2894	0.2559	0.674	2.7656	-0.0175	1.5668	1.5076	1.6467	0.5229	-1.7986	0.1277	0.6089	-0.1569	0.263	1.967	-0.315	0.2049	2.0562
f0150	0.6951	-0.3769	0.2063	-1.3942	1.3618	-0.0826	-1.5394	0.5685	-0.3913	-0.907	2.5803	0.5128	-0.4436	0.166	1.037	-1.4783	-0.186	-0.3293	0.2073	1.0834
f0016	0.4995	2.5251	-0.6858	-0.6532	0.1561	-2.7134	0.8021	-1.5102	0.1796	0.1013	0.5601	1.0484	0.8436	-1.0548	-1.0182	0.6974	-0.5198	0.5314	1.1282	-1.5449
f0808	0.1618	0.5004	0.6437	-0.4346	-0.6684	-0.0055	2.2701	-0.4347	-0.1783	-0.049	-2.1614	-0.5851	0.3468	-0.0438	-1.958	1.6486	0.2522	0.7615	0.4798	3.2491
f0665	-0.8436	0.6826	-1.0886	1.1105	-1.4685	-0.014	0.3702	0.5421	-0.1941	0.2155	0.03	0.2709	0.8941	-1.5716	-2.4133	0.8147	-0.2647	1.1776	2.2885	0.0616
f0026	-1.7899	-1.0786	0.0437	0.2827	-0.7452	-0.7893	1.7429	-0.0771	0.2439	-1.314	-0.1928	-1.424	-0.6933	2.1027	0.8753	-0.3656	0.8247	-0.4668	0.228	-1.744
f0018	-0.908	-2.2479	-0.2675	0.8481	-0.938	-1.3455	-0.5444	0.7176	-0.7681	0.41	1.2761	-1.3216	1.3307	0.9235	0.0942	-0.2971	1.5152	0.1845	-1.0848	-1.3441
f0271	-1.1979	0.9485	0.2835	0.3342	-0.5327	-0.2363	1.0627	-0.5075	0.7452	-0.3813	1.4966	-1.3544	0.6335	-0.0683	0.1659	0.2672	-3.291	0.7286	-0.0562	0.239
f0418	-0.5752	-1.1228	-0.1209	-1.636	-0.1122	-1.3486	-0.5096	1.6101	0.9345	0.7074	-0.4317	0.3411	-0.8616	0.6203	1.2467	1.1505	-0.6271	0.0567	0.5149	0.0997
f0604	-1.6887	-0.4612	0.0617	0.7624	-0.8709	0.6353	-0.464	-0.2074	-0.5051	0.4399	-1.2894	-0.4135	0.0474	0.8932	-0.1954	-2.2763	-2.0349	-0.6872	1.0445	0.401
f0015	-0.6378	-1.0164	0.9061	-1.3369	0.8999	0.1496	0.7331	0.6705	-1.2374	0.1755	1.4343	-1.4235	-1.178	0.443	-0.0621	0.9666	2.09	-1.1908	1.4941	-0.0955
f0349	-2.0346	0.8842	0.5921	0.5544	0.6295	-0.9514	0.877	-0.8519	-0.4371	0.5579	-1.5621	1.2779	0.6618	-0.7668	-0.5483	1.5749	1.321	0.9064	0.6554	-0.0529
f0101	-0.0245	-0.4412	0.7305	-1.0828	0.0174	0.5488	0.0049	-0.3877	-1.0783	-0.3282	0.8599	1.1767	-1.709	-1.3322	0.2992	0.0031	-0.2993	0.5238	-0.1579	-2.2615
f0855	-1.0159	-0.1099	-1.2488	0.0399	-0.8335	0.3871	-0.2581	0.4524	1.121	-1.4931	0.366	-0.5122	-1.3805	-0.6724	-0.0287	0.9738	0.4421	1.092	0.0701	0.0108
f0401	1.6999	0.8182	-0.7823	-0.0316	0.3387	1.7347	1.3966	1.5364	1.1128	-0.2233	1.3881	-0.0811	0.2365	-0.6614	-0.3063	0.8623	-0.2256	-0.2918	-0.2119	2.1854
f0060	-0.6775	-1.7913	-2.1284	-0.9507	0.9225	1.8558	-1.2494	-0.1006	0.1458	-0.7573	0.6457	0.4158	-1.5048	0.9816	-0.658	1.193	1.24	-0.409	-0.001	0.2959
f0092	-1.6391	-1.2015	-0.843	-0.6561	-1.4342	0.1657	-0.6409	-1.3457	-1.9708	0.7073	-0.7323	0.6867	-0.7234	0.7245	-0.2101	-0.2403	-1.6494	0.5335	0.0098	-2.471
f0547	-0.8847	-0.1154	-0.6053	1.1281	0.735	0.5437	-1.7265	-0.8413	3.2598	-1.1131	2.3322	0.2682	1.8702	0.7899	0.1579	1.1715	1.1168	0.2301	-0.1683	0.036
f0224	0.4066	-1.292	-1.3727	0.3307	-1.3624	-0.199	1.6578	-0.3694	-1.0259	-2.0553	1.837	0.6109	0.3093	0.1846	-0.0784	-0.9093	-1.3805	0.1426	0.7262	0.6325
f0618	-1.0018	-0.2583	0.7567	-0.5678	-0.6125	-0.3427	1.6419	-0.8473	-1.0645	-0.0819	-0.2238	-2.3375	0.3482	0.1622	-1.9928	-0.2039	1.1583	-0.1049	-1.2775	1.5554
f0576	-0.1637	-0.5842	-0.6464	0.4039	-0.4315	-1.448	-0.6361	1.3721	0.8215	-0.1031	-0.7359	1.8692	0.2895	-0.3552	0.4111	-2.4669	-0.2363	-0.0197	0.8901	-0.8866
f0057	-0.3922	-1.2968	-0.8909	-0.0621	1.966	-0.2739	1.2372	-0.7561	-1.4383	-0.6159	-0.3666	1.3787	-2.1776	0.481	0.9287	1.0534	-0.0575	0.5755	-0.4664	0.3083
f0864	-0.9558	1.8478	0.5882	0.2343	1.4952	-1.753	-0.2947	1.0509	0.33	-2.3508	0.7757	-1.7249	0.7073	1.5001	0.6655	0.2509	1.2908	0.2936	0.6116	0.3337
f0025	1.3544	0.9646	0.2573	-0.0028	-1.2699	-0.3262	-0.7253	0.6768	-0.1018	1.4769	-0.3	1.16	0.6865	1.8388	0.1092	0.5942	-0.3906	-0.0082	0.1628	-0.8735
f0875	-1.1138	-0.5249	1.8283	0.4382	-0.6278	-0.9798	-0.6062	0.3901	-3.3339	0.1218	-0.9816	-1.0444	1.5292	-0.0129	0.6656	-0.209	0.8425	-0.7565	0.3346	-1.2483
f0675	1.0895	-1.2966	1.3184	0.1193	-0.6548	-0.3088	0.3167	-0.3752	-1.1314	0.7941	1.2858	0.6285	-0.6438	-1.4973	0.4846	-1.7127	-2.0872	-0.154	-2.6405	-0.4896
f0624	0.456	0.0923	-0.3013	-1.2937	2.0823	0.6931	1.3935	0.4824	-0.9962	-0.3769	1.4538	-0.1277	-0.1023	-0.4667	0.0391	1.3183	0.7622	-1.7965	-0.7315	-0.8526
f0192	0.528	0.7929	1.1125	-0.0649	-0.2197	-1.6585	-1.0317	1.1022	-1.5269	-0.0427	0.8279	0.6176	0.3786	0.6917	0.6515	-0.8625	-0.7033	1.1455	-0.3041	-0.4979
f0531	0.6794	-0.1481	-2.0706	1.1654	1.0259	-0.313	0.2648	-0.4059	0.2732	-0.9021	-1.1438	0.1493	-0.8943	-1.5513	-0.0322	1.6652	-0.239	-1.7405	0.0586	-1.3324
f0859	0.7413	1.421	-1.6618	-0.4559	1.4828	-1.2552	-2.5063	-1.8598	2.223	0.5844	-1.0336	-0.5302	0.974	-0.2423	-1.2989	0.9473	-0.2705	0.2129	0.1035	-0.6954
f0463	-2.8751	-2.2311	-0.079	1.3758	1.0456	-1.3714	-0.9414	1.8779	-0.8244	2.0207	-1.2987	0.3406	-2.5752	-0.6735	-0.3426	0.1826	0.1627	-0.5287	0.2826	0.8555
f0916	-0.2195	0.6894	-0.0537	-0.1294	1.6932	-0.6481	-1.2684	-1.7665	-0.5577	1.0041	-0.9738	-1.1579	-0.9017	0.735	0.4132	-0.5014	0.4633	0.3394	-0.3201	1.8352
f0899	0.7819	-1.3319	0.6948	0.1149	-0.4067	1.0312	-1.0774	0.4075	-0.0264	0.7455	0.6523	0.3261	-1.0901	-0.572	-1.9091	-1.1437	-0.6064	0.6178	0.8599	0.4522
f0042	-1.0207	0.3305	-0.6196	-0.3874	-0.8343	0.4868	-1.4415	1.0026	0.9407	0.9011	0.429	-0.1007	-0.3422	1.0984	-1.462	-1.0621	0.5265	-0.1297	-0.7087	0.1835
f0831	-0.3486	0.7937	-1.6078	-0.0569	-1.5136	-0.3195	0.4012	-1.3496	-0.2598	0.9785	1.0136	-0.0941	-0.2625	-0.7351	1.0919	1.4372	-1.7471	0.1411	-0.3856	1.3546
f0407	-0.2876	-0.3122	-0.8591	-0.6625	-1.5936	-1.0412	0.4625	-0.1798	-0.6612	0.4154	0.0805	1.2077	-0.325	-0.9317	-0.9556	-0.8535	-1.045	0.733	-0.238	1.1009
f0017	0.8476	0.0479	-0.7386	1.4935	0.0193	0.2418	-0.0959	-0.2325	-0.8632	0.3443	-1.146	-0.2624	0.0199	-0.1801	0.3926	-2.6211	-2.4902	-1.062	-0.6383	0.2028
f0690	-0.4118	-0.6888	-1.5906	1.1014	-1.6283	0.2685	0.2726	-0.5952	-0.7659	-0.8826	0.6322	-0.1665	-0.7762	2.3125	-0.1207	0.1185	-1.2583	0.5564	0.3552	1.3321
f0982	2.1081	3.8206	3.7964	2.5396	4.1587	3.888	2.5303	3.7849	2.8402	1.3665	-1.9739	-0.8988	0.3881	-0.1094	-2.252	1.0937	0.9268	-0.1469	0.5402	0.5732
f0806	-0.7037	1.2287	1.1452	0.1418	-0.3233	0.8563	0.4115	0.4405	0.3139	-1.0286	1.2002	0.4501	-0.7971	-1.2762	-0.1246	-1.5331	0.0323	-0.6399	0.4207	0.1338
f0346	0.7065	2.0537	-0.1052	-0.102	-1.0465	0.0645	0.0979	-1.1294	-0.9136	-0.8251	-2.0886	-1.8404	0.4621	0.9406	0.067	0.8227	-0.1804	-1.5537	-1.6393	-0.9492
f0487	1.0072	-1.0267	0.0601	-0.4147	0.989	-0.1105	0.2232	-1.7596	-0.67	0.7473	0.463	-0.0418	-0.4598	1.9218	2.8727	1.0798	0.063	-0.377	1.2805	0.3669
f0897	-0.616	0.062	0.4592	-1.022	1.5488	0.593	0.2714	1.2207	1.6489	-0.357	-2.472	0.7498	-2.0923	-2.9825	-1.7608	0.1376	-0.0722	0.143	2.6882	1.0745
f0646	-1.452	-0.2262	0.8029	-0.059	-0.2875	0.1955	-1.5084	-0.6584	0.6443	0.1783	-2.8134	-1.1512	1.2026	0.1229	0.3162	-1.047	1.4653	-0.7287	-1.0613	-0.1061
f0133	-1.5664	0.6741	0.4791	0.0637	-0.2865	0.3158	0.3961	0.4742	0.6046	2.1878	1.7524	-1.0049	0.1183	-0.1171	-0.7958	1.1623	1.2423	-1.1867	-0.0161	0.7341
f0113	-0.3032	0.1218	0.0926	-0.0851	0.5815	0.2906	0.0017	1.6166	0.8649	0.21	0.9644	-1.4996	0.5259	0.4234	-0.7412	-0.2578	1.0101	1.1687	0.9531	0.6067
f0780	-1.6244	0.1069	0.0994	0.6484	0.4057	-0.9799	-1.4	-2.1934	-0.3832	1.6039	0.4885	0.1494	-0.071	0.7757	-0.6615	0.3874	0.2653	0.403	-0.779	-0.7903
f0263	0.9598	0.143	1.295	0.5381	0.8614	1.5069	-0.6679	0.0869	0.2401	-0.648	0.109	-0.1616	0.7614	0.1281	0.6613	1.4411	0.1504	0.3084	0.0684	-0.4077
f0983	3.2522	1.5966	5.1085	2.6878	1.3592	4.3859	4.1933	1.1739	3.3584	5.0964	-1.0162	-0.4546	-0.5943	-0.1932	0.1752	0.301	1.6255	0.3592	1.3889	1.0026
f0485	-0.6047	-1.073	-0.316	-1.2919	-0.153	-1.3765	0.5703	-0.28	-0.9832	-0.8437	-1.3343	0.0456	0.4194	-1.1449	-1.0617	1.3093	0.8146	0.7711	-1.5013	0.0781
f0877	-1.0687	-0.384	1.4389	-2.2209	-1.1217	-0.1417	-0.1017	-0.0045	1.1409	0.3179	1.9879	-1.3991	1.818	-0.4041	-1.3323	1.1591	-1.0335	1.0296	-0.8297	0.2379
f0319	1.4191	0.144	-0.3009	1.9743	-0.1181	-0.3362	-0.3285	0.4887	1.5024	0.171	-0.5077	-0.4748	-0.69	1.7135	1.1077	-1.1699	-0.0469	0.0698	-1.2425	0.2383
f0425	-0.5972	1.5545	-0.1474	0.5157	0.4069	-1.4493	-0.4675	-1.095	0.1279	-0.7937	-1.0509	-0.9118	0.6064	0.0312	-1.5789	0.1329	-0.048	1.5857	0.0734	-0.6213
f0858	0.0685	1.3018	-0.6706	0.9917	1.2628	1.2356	0.2532	2.5574	0.8497	0.8867	0.0876	-0.474	2.0366	1.0833	0.106	1.036	-0.2134	0.6829	-0.1872	-1.4767
f0738	0.5504	-0.0698	0.8023	0.4851	-0.9728	0.1481	0.1871	-0.799	-1.1031	1.1366	1.4153	-1.783	0.2235	-0.0291	0.5602	-0.6347	-0.1349	-0.5274	0.3237	0.6255
f0498	0.4813	-0.0514	-0.37	-0.1137	2.723	-0.4401	1.4349	1.8714	-1.8866	0.386	0.0595	-0.0701	-1.206	-0.4546	-1.12	-0.134	0.0128	0.4417	-0.4714	0.4436
f0049	-0.1542	-0.684	0.9741	-0.2153	-1.1437	0.8919	-0.0987	-1.2943	-1.0936	2.3807	0.9208	-0.7054	0.5011	-0.4233	0.323	-0.6941	1.3299	-0.9993	-1.2647	-1.1719
f0703	-0.6968	-2.1674	-0.8729	0.1099	1.6701	-0.7344	0.6042	0.2276	0.1714	0.4113	-2.3552	0.2356	0.4786	-2.3941	-0.4314	-0.6422	-0.5578	-1.5485	-1.9377	0.7123
f0996	4.2724	1.6102	2.6976	1.8874	1.9776	1.8779	3.54	2.7101	3.1748	3.0275	0.0669	-2.1159	-0.5953	-0.058	0.4932	1.1176	0.9615	0.7242	-0.2934	-0.1449
f0421	-0.6772	0.3313	1.6509	-1.3154	0.4931	-0.5237	0.2489	-0.8488	1.2657	0.4759	-3.0055	-1.6152	-0.3171	-0.2529	-0.1206	0.7007	-0.0473	0.0398	1.2383	-0.423
f0433	-1.2273	1.6228	-0.6494	0.3535	1.1745	1.5987	0.5963	0.9288	0.0401	-0.2801	2.1054	-0.4673	0.5634	0.4309	1.3953	-2.1194	0.2132	-1.3089	1.5466	0.7187
f0355	0.4645	0.5193	-0.4388	0.3885	-0.1706	2.6824	0.0213	0.2032	0.8818	0.4237	-0.1526	-2.0752	0.5139	1.6929	0.9003	1.1163	-1.9812	0.3139	0.0246	-1.4518
f0957	0.5472	0.499	0.8092	0.9408	0.3567	2.023	0.1106	0.7572	0.1399	0.052	-1.2765	1.1318	0.0473	0.835	-2.1911	-0.8857	1.2847	-0.0151	-0.2252	-1.1011
f0415	-0.603	-0.0665	0.2514	-1.443	-0.0618	-0.0186	-0.2349	-1.3157	1.0735	-0.73	1.5606	1.2762	1.7048	0.1099	0.4324	1.0504	-1.1728	-0.5768	0.8238	1.116
f0826	-0.615	1.2042	0.175	1.5817	-2.1703	1.2097	-0.0306	-1.0424	1.9372	-0.8995	-1.8196	0.5755	0.2487	1.3068	-0.3413	0.5114	1.8035	1.5047	1.3263	1.1595
f0325	-0.7114	1.9649	-0.4556	-0.7079	0.3644	-0.08	1.0404	0.27	-1.3604	0.4563	1.4496	-0.0181	0.9758	1.0427	1.3087	0.1535	-0.7273	0.6191	0.7435	-0.6041
f0953	-0.5638	1.3878	2.0461	1.1616	2.0156	-0.2812	0.5385	0.3805	0.2955	1.4548	-0.6425	1.6685	0.9029	-0.2425	-1.1114	0.2788	0.7128	1.5338	1.1402	1.3528
f0352	-0.0476	-0.5238	0.661	0.7214	-1.1776	0.4896	1.8272	-1.2715	-1.3284	1.7881	-0.0581	-0.8638	0.1531	-0.1476	0.9931	-1.4421	-0.1744	-0.4892	-1.5248	-0.0162
f0597	0.6592	-1.241	-1.1066	0.6537	0.8413	0.4288	-1.3704	-0.7138	-1.3519	-1.4433	0.2561	-0.6525	2.2373	-1.1432	-0.5603	0.1901	1.914	-0.133	-0.9694	-0.1742
f0370	0.0156	0.2288	-1.3373	-0.5351	-1.5074	0.2336	-0.1778	-2.3565	-0.4091	-0.9393	0.7434	-0.0968	0.3988	-0.1177	-0.7378	1.8418	-2.4498	-1.8765	-1.2665	0.073
f0506	-0.0559	-1.625	0.6595	-0.8638	-1.7021	0.1549	-0.6616	0.4656	0.1711	-0.9179	1.7603	-1.4972	-1.3321	0.553	0.0608	-0.027	-0.6454	0.3046	-0.2482	0.8506
f0301	-0.5848	0.1724	0.672	1.4026	1.4044	1.1628	0.0117	0.6636	1.2996	-0.3555	-2.4439	-0.1899	1.1442	0.1737	-0.1795	0.5511	1.1248	-0.3963	-0.1898	1.0059
f0721	-0.2989	0.6799	-1.3939	1.8913	1.0366	0.1912	-0.3868	0.3779	1.0203	0.7632	-0.8817	-0.6103	-1.0812	0.1219	-0.6797	-1.0424	-1.013	-1.2009	1.1529	-0.2694
f0283	0.9802	1.5603	-0.8596	0.137	1.3882	0.8716	-0.9491	0.0259	-0.8452	0.5663	-0.1875	0.5694	0.1579	-2.1298	-0.3114	0.6759	0.2915	0.9752	-0.7361	-0.0562
f0272	0.4559	1.6945	-1.9507	-2.0964	-0.3409	-0.178	-2.078	0.2205	-0.9217	2.3911	-1.4733	0.0739	1.8563	-1.4188	0.409	0.0628	0.0932	-1.7422	0.7053	-0.6576
f0257	-0.2564	0.9777	0.7868	-0.5811	1.1744	1.3213	-1.255	-0.5835	0.1587	1.314	-1.7475	-0.3781	-1.1208	-0.1109	0.6818	-0.6607	1.4781	0.2	0.0889	1.4397
f0777	0.2787	-0.203	1.7878	-0.7759	-0.7255	0.3508	-1.5173	-1.7053	0.7579	0.2035	-1.092	-0.5921	0.4489	-1.4202	-0.7135	1.5244	1.1549	0.8117	0.5551	0.1019
f0388	-1.2917	0.7312	1.5141	1.7578	0.5457	-0.124	2.1509	-0.6669	-0.3568	1.674	-0.3989	1.0876	1.0614	-0.3582	-0.0779	0.1696	-0.2298	0.3533	0.8732	-0.985
f0084	0.5571	2.1108	0.4635	-0.7662	-1.5031	2.7661	0.343	-0.5987	1.4916	-1.0119	-1.123	0.9869	-1.8339	-0.1787	-0.8054	-1.4731	-0.2249	0.7412	-0.9998	-0.0612
f0762	-0.2607	-1.6389	-0.1811	1.414	0.5325	1.1038	0.8683	-0.0611	-1.2738	-0.6842	1.4974	-0.4674	1.1354	-0.0776	-1.387	0.353	0.5742	0.0992	0.9856	0.9949
f0177	-0.299	-0.5789	-0.1918	-0.7641	-0.2436	0.6746	-1.0902	0.8271	1.7414	-0.5182	0.4002	-0.3834	-1.6242	-0.0934	-1.2173	0.1824	0.5152	0.2628	0.0114	-1.4018
f0509	0.8457	-0.1389	-0.3335	1.4387	-0.2529	0.6523	0.4795	-0.034	-0.4154	-0.7035	-0.0916	-0.6242	-0.9091	-1.3313	1.1568	1.8429	-0.7674	-1.6978	-0.1812	1.0754
f0635	0.1975	0.5668	0.676	1.126	-0.1311	0.6848	-0.5384	0.1009	-1.1264	0.1609	0.9056	-0.1809	0.4994	2.069	0.8841	1.1277	-0.8675	-0.2859	-1.3256	-1.3683
f0481	-0.8549	-0.3609	-0.8201	1.6219	1.2076	-1.0995	-0.5696	0.545	0.1588	0.2092	-2.7204	0.8531	0.6214	1.8956	-0.0681	-0.4411	-0.4443	0.6004	0.0297	-1.3603
f0564	-1.4272	-1.5652	-0.6924	1.1562	0.7064	1.0596	-1.103	-0.4242	-0.3031	-0.6452	1.1901	1.4369	-0.9933	-0.9448	1.776	0.9137	2.4521	0.8554	1.3813	2.8553
f0445	-0.1948	-0.3501	-1.1216	0.4753	0.5271	-0.5213	-1.1986	0.227	0.7163	-0.0119	-1.4625	-1.145	-0.4121	-0.5647	-0.5596	-0.8609	0.8666	-0.7935	0.0454	0.5668
f0769	-1.5145	-0.6508	-0.0131	-0.5738	0.5707	0.7357	-0.8318	0.0956	0.9434	0.4814	-2.0746	0.2364	1.9999	-0.5417	0.6521	0.9314	-0.2433	0.3536	-1.0514	1.1519
f0637	0.5437	-0.0441	0.05	-0.9766	-0.2282	-0.3656	-0.9902	0.5792	0.7576	-0.034	-0.0215	0.7524	0.1891	-1.7883	-0.4588	0.0487	1.2916	0.7176	-0.3572	-1.1538
f0868	-0.4757	-0.0203	0.6162	1.063	-0.1561	0.7896	0.7485	-1.458	0.45	-0.0783	-1.5454	-1.4726	0.1688	-0.2546	0.3342	1.4593	0.2924	-0.6105	0.6168	0.838
f0553	-1.5078	0.8224	0.0515	0.4098	-0.944	-1.7376	0.3766	0.6187	0.6036	-0.9074	-1.1165	0.2734	1.4124	0.4018	-0.7349	-0.2412	0.9595	-1.5852	0.1428	-0.5213
f0308	0.3369	0.0082	-0.1843	1.7159	-0.1551	-1.22	-1.281	2.0312	-0.9938	-2.0505	-1.4958	1.3842	0.9823	-0.2061	-2.4901	0.7377	-1.4786	1.0705	0.7841	1.052
f0140	-1.3715	-0.9539	1.8309	0.4106	-0.6115	-0.932	-0.6065	1.4068	0.0905	-0.0472	-0.3732	-1.5122	-0.4888	1.0443	0.3163	-0.9512	-2.5332	1.0253	-1.0131	-0.329
